"","Date","Away","Score","Home","Score.1","Result","Home.Spread","ATS","Total","OU","X","Diff","Year","defAPPS","offAPPS"
"211",2016-05-22,"GS",105,"OKC",133,"W",2.5,"W",219,"O",NA,-28,2016,-0.0226273014827543,0.0166245862071992
"212",2016-05-12,"SAN",99,"OKC",113,"W",0,"W",197.5,"O",NA,-14,2016,-0.0346315792807893,0.0224551082595813
"213",2016-05-08,"SAN",97,"OKC",111,"W",-2,"W",199,"O",NA,-14,2016,-0.0346315792807893,0.0224551082595813
"214",2016-05-06,"SAN",100,"OKC",96,"L",2.5,"L",200,"U",NA,4,2016,-0.0346315792807893,0.0224551082595813
"215",2016-04-25,"DAL",104,"OKC",118,"W",-14.5,"L",204.5,"O",NA,-14,2016,0.0106312970819706,-0.0451598489914621
"216",2016-04-18,"DAL",85,"OKC",84,"L",-14,"L",203,"U",NA,1,2016,0.0106312970819706,-0.0451598489914621
"217",2016-04-16,"DAL",70,"OKC",108,"W",-12,"W",206,"U",NA,-38,2016,0.0106312970819706,-0.0451598489914621
"218",2014-05-31,"SAN",112,"OKC",107,"L",-3.5,"L",206.5,"O",NA,5,2014,0.00416955101963516,0.0281186512161711
"219",2014-05-27,"SAN",92,"OKC",105,"W",-2.5,"W",207.5,"U",NA,-13,2014,0.00416955101963516,0.0281186512161711
"220",2014-05-25,"SAN",97,"OKC",106,"W",-2.5,"W",208,"U",NA,-9,2014,0.00416955101963516,0.0281186512161711
"221",2014-05-13,"LAC",104,"OKC",105,"W",-5.5,"L",214,"U",NA,-1,2014,-0.0131467580578714,-0.0126703240841033
"222",2014-05-07,"LAC",101,"OKC",112,"W",-5,"W",215,"U",NA,-11,2014,-0.0131467580578714,-0.0126703240841033
"223",2014-05-05,"LAC",122,"OKC",105,"L",-5.5,"L",212.5,"O",NA,17,2014,-0.0131467580578714,-0.0126703240841033
"224",2014-05-03,"MEM",109,"OKC",120,"W",-9.5,"W",185,"O",NA,-11,2014,0.00776038909225537,-0.048609757500106
"225",2014-04-29,"MEM",100,"OKC",99,"L",-7,"L",186,"O",NA,1,2014,0.00776038909225537,-0.048609757500106
"226",2014-04-21,"MEM",111,"OKC",105,"L",-7,"L",190.5,"O",NA,6,2014,0.00776038909225537,-0.048609757500106
"227",2014-04-19,"MEM",86,"OKC",100,"W",-7.5,"W",190,"U",NA,-14,2014,0.00776038909225537,-0.048609757500106
"228",2013-05-15,"MEM",88,"OKC",84,"L",-4.5,"L",185,"U",NA,4,2013,-0.00780746378832246,-0.104318008010827
"229",2013-05-07,"MEM",99,"OKC",93,"L",-3,"L",188.5,"O",NA,6,2013,-0.00780746378832246,-0.104318008010827
"230",2013-05-05,"MEM",91,"OKC",93,"W",-3.5,"L",186.5,"U",NA,-2,2013,-0.00780746378832246,-0.104318008010827
"231",2013-05-01,"HOU",107,"OKC",100,"L",-8.5,"L",208,"U",NA,7,2013,0.0649152821557484,-0.0813337753035914
"232",2013-04-24,"HOU",102,"OKC",105,"W",-11,"L",213.5,"U",NA,-3,2013,0.0649152821557484,-0.0813337753035914
"233",2013-04-21,"HOU",91,"OKC",120,"W",-10.5,"W",213.5,"U",NA,-29,2013,0.0649152821557484,-0.0813337753035914
"234",2012-06-14,"MIA",100,"OKC",96,"L",-5.5,"L",196,"P",NA,4,2012,-0.00391535809179598,-0.0423057298410655
"235",2012-06-12,"MIA",94,"OKC",105,"W",-5,"W",195,"O",NA,-11,2012,-0.00391535809179598,-0.0423057298410655
"236",2012-06-06,"SAN",99,"OKC",107,"W",-5,"W",203.5,"O",NA,-8,2012,0.0495731407565771,-0.0013847162970843
"237",2012-06-02,"SAN",103,"OKC",109,"W",-3.5,"W",202,"O",NA,-6,2012,0.0495731407565771,-0.0013847162970843
"238",2012-05-31,"SAN",82,"OKC",102,"W",-4.5,"W",206,"U",NA,-20,2012,0.0495731407565771,-0.0013847162970843
"239",2016-05-09,"GS",132,"POR",125,"L",6,"L",215,"O",NA,7,2016,-0.0389034389376139,0.0726919662603557
"240",2016-05-07,"GS",108,"POR",120,"W",3,"W",212.5,"O",NA,-12,2016,-0.0389034389376139,0.0726919662603557
"241",2016-04-29,"LAC",103,"POR",106,"W",-9.5,"L",199,"O",NA,-3,2016,-0.0357914229599783,0.0594364061686268
"242",2016-04-25,"LAC",84,"POR",98,"W",4,"W",205,"U",NA,-14,2016,-0.0357914229599783,0.0594364061686268
"243",2016-04-23,"LAC",88,"POR",96,"W",1.5,"W",208.5,"U",NA,-8,2016,-0.0357914229599783,0.0594364061686268
"244",2015-04-27,"MEM",92,"POR",99,"W",-4,"W",192.5,"U",NA,-7,2015,0.0148355916520907,-0.0278616834902363
"245",2015-04-25,"MEM",115,"POR",109,"L",-9.5,"L",181.5,"O",NA,6,2015,0.0148355916520907,-0.0278616834902363
"246",2014-05-12,"SAN",92,"POR",103,"W",4.5,"W",211,"U",NA,-11,2014,-0.0248989226617611,0.0603500307982049
"247",2014-05-10,"SAN",118,"POR",103,"L",-1,"L",208,"O",NA,15,2014,-0.0248989226617611,0.0603500307982049
"248",2014-05-02,"HOU",98,"POR",99,"W",-4,"L",212,"U",NA,-1,2014,-0.0239706141142723,-0.0250237833720372
"249",2014-04-27,"HOU",120,"POR",123,"W",-3,"P",214,"O",NA,-3,2014,-0.0239706141142723,-0.0250237833720372
"250",2014-04-25,"HOU",121,"POR",116,"L",-2,"L",214.5,"O",NA,5,2014,-0.0239706141142723,-0.0250237833720372
"251",2012-05-07,"SAN",87,"UTA",81,"L",7.5,"W",199.5,"U",NA,6,2012,0.0121828778561667,0.0804227973603492
"252",2012-05-05,"SAN",102,"UTA",90,"L",5.5,"L",200,"U",NA,12,2012,0.0121828778561667,0.0804227973603492
"253",2016-06-19,"CLE",93,"GS",89,"L",-5,"L",205,"U",NA,4,2016,0.0424714496099981,-0.0171574586156402
"254",2016-06-13,"CLE",112,"GS",97,"L",-5.5,"L",209,"P",NA,15,2016,0.0424714496099981,-0.0171574586156402
"255",2016-06-05,"CLE",77,"GS",110,"W",-6,"W",209,"U",NA,-33,2016,0.0424714496099981,-0.0171574586156402
"256",2016-06-02,"CLE",89,"GS",104,"W",-6,"W",210.5,"U",NA,-15,2016,0.0424714496099981,-0.0171574586156402
"257",2016-05-30,"OKC",88,"GS",96,"W",-7,"W",219,"U",NA,-8,2016,0.0166245862071992,-0.0226273014827543
"258",2016-05-26,"OKC",111,"GS",120,"W",-7,"W",219.5,"O",NA,-9,2016,0.0166245862071992,-0.0226273014827543
"259",2016-05-18,"OKC",91,"GS",118,"W",-9,"W",223,"U",NA,-27,2016,0.0166245862071992,-0.0226273014827543
"260",2016-05-16,"OKC",108,"GS",102,"L",-7.5,"L",225,"U",NA,6,2016,0.0166245862071992,-0.0226273014827543
"261",2016-05-11,"POR",121,"GS",125,"W",-13.5,"L",217.5,"O",NA,-4,2016,0.0726919662603557,-0.0389034389376139
"262",2016-05-03,"POR",99,"GS",110,"W",-9,"W",212,"U",NA,-11,2016,0.0726919662603557,-0.0389034389376139
"263",2016-05-01,"POR",106,"GS",118,"W",-9.5,"W",210.5,"O",NA,-12,2016,0.0726919662603557,-0.0389034389376139
"264",2016-04-27,"HOU",81,"GS",114,"W",-9,"W",212.5,"U",NA,-33,2016,0.0838903034119409,-0.0530272413898118
"265",2016-04-18,"HOU",106,"GS",115,"W",-8.5,"W",211.5,"O",NA,-9,2016,0.0838903034119409,-0.0530272413898118
"266",2016-04-16,"HOU",78,"GS",104,"W",-13,"W",225,"U",NA,-26,2016,0.0838903034119409,-0.0530272413898118
"267",2015-06-14,"CLE",91,"GS",104,"W",-9.5,"W",195,"P",NA,-13,2015,0.0658837480894685,-0.0197503907225393
"268",2015-06-07,"CLE",95,"GS",93,"L",-7.5,"L",199,"U",NA,2,2015,0.0658837480894685,-0.0197503907225393
"269",2015-06-04,"CLE",100,"GS",108,"W",-6,"W",203.5,"O",NA,-8,2015,0.0658837480894685,-0.0197503907225393
"270",2015-05-27,"HOU",90,"GS",104,"W",-9.5,"W",217,"U",NA,-14,2015,0.0398966806275738,-0.0749025523836746
"271",2015-05-21,"HOU",98,"GS",99,"W",-9.5,"L",219,"U",NA,-1,2015,0.0398966806275738,-0.0749025523836746
"272",2015-05-19,"HOU",106,"GS",110,"W",-10.5,"L",219,"U",NA,-4,2015,0.0398966806275738,-0.0749025523836746
"273",2015-05-13,"MEM",78,"GS",98,"W",-10,"W",198,"U",NA,-20,2015,0.0600060005028502,-0.0309471914432464
"274",2015-05-05,"MEM",97,"GS",90,"L",-10,"L",198.5,"U",NA,7,2015,0.0600060005028502,-0.0309471914432464
"275",2015-05-03,"MEM",86,"GS",101,"W",-10.5,"W",196,"U",NA,-15,2015,0.0600060005028502,-0.0309471914432464
"276",2015-04-20,"NOH",87,"GS",97,"W",-13,"L",203.5,"U",NA,-10,2015,0.067853203739636,-0.00581858081736958
"277",2015-04-18,"NOH",99,"GS",106,"W",-12.5,"L",205,"P",NA,-7,2015,0.067853203739636,-0.00581858081736958
"278",2014-05-01,"LAC",99,"GS",100,"W",1,"W",210.5,"U",NA,-1,2014,0.0149065733400204,0.0135701897673866
"279",2014-04-27,"LAC",97,"GS",118,"W",2,"W",209.5,"O",NA,-21,2014,0.0149065733400204,0.0135701897673866
"280",2014-04-24,"LAC",98,"GS",96,"L",3,"W",212,"U",NA,2,2014,0.0149065733400204,0.0135701897673866
"281",2013-05-16,"SAN",94,"GS",82,"L",2,"L",194.5,"U",NA,12,2013,0.0352715697149103,0.0492839457918306
"282",2013-05-12,"SAN",87,"GS",97,"W",1.5,"W",198.5,"U",NA,-10,2013,0.0352715697149103,0.0492839457918306
"283",2013-04-26,"DEN",108,"GS",110,"W",1.5,"W",210.5,"O",NA,-2,2013,0.0360910524956311,-0.0453041369562715
"284",2013-04-28,"DEN",101,"GS",115,"W",2,"W",212.5,"O",NA,-14,2013,0.0360910524956311,-0.0453041369562715
"285",2013-05-02,"DEN",88,"GS",92,"W",-2.5,"W",212,"U",NA,-4,2013,0.0360910524956311,-0.0453041369562715
"286",2013-05-10,"SAN",102,"GS",92,"L",-2.5,"L",201.5,"U",NA,10,2013,0.0352715697149103,0.0492839457918306
"287",2013-05-12,"SAN",87,"GS",97,"W",1.5,"W",198.5,"U",NA,-10,2013,0.0352715697149103,0.0492839457918306
"288",2013-05-16,"SAN",94,"GS",82,"L",2,"L",194.5,"U",NA,12,2013,0.0352715697149103,0.0492839457918306
"289",2016-04-27,"POR",108,"LAC",98,"L",2.5,"L",195.5,"O",NA,10,2016,0.0594364061686268,-0.0357914229599783
"290",2016-04-20,"POR",81,"LAC",102,"W",-8.5,"W",210.5,"U",NA,-21,2016,0.0594364061686268,-0.0357914229599783
"291",2016-04-17,"POR",95,"LAC",115,"W",-8.5,"W",210.5,"U",NA,-20,2016,0.0594364061686268,-0.0357914229599783
"292",2015-05-14,"HOU",119,"LAC",107,"L",-8.5,"L",220,"O",NA,12,2015,0.0403622864470777,-0.0504159559653089
"293",2015-05-10,"HOU",95,"LAC",128,"W",-6.5,"W",217.5,"O",NA,-33,2015,0.0403622864470777,-0.0504159559653089
"294",2015-05-08,"HOU",99,"LAC",124,"W",-6.5,"W",215.5,"O",NA,-25,2015,0.0403622864470777,-0.0504159559653089
"295",2015-05-02,"SAN",109,"LAC",111,"W",-2.5,"L",204,"O",NA,-2,2015,0.0668730690214809,0.0325570730024536
"296",2015-04-28,"SAN",111,"LAC",107,"L",-2.5,"L",203,"O",NA,4,2015,0.0668730690214809,0.0325570730024536
"297",2015-04-22,"SAN",111,"LAC",107,"L",-4.5,"L",208,"O",NA,4,2015,0.0668730690214809,0.0325570730024536
"298",2015-04-19,"SAN",92,"LAC",107,"W",-1.5,"W",207.5,"U",NA,-15,2015,0.0668730690214809,0.0325570730024536
"299",2014-05-15,"OKC",104,"LAC",98,"L",-4,"L",213,"U",NA,6,2014,-0.0126703240841033,-0.0131467580578714
"300",2014-05-11,"OKC",99,"LAC",101,"W",-5,"L",213.5,"U",NA,-2,2014,-0.0126703240841033,-0.0131467580578714
"301",2014-05-09,"OKC",118,"LAC",112,"L",-4.5,"L",213.5,"O",NA,6,2014,-0.0126703240841033,-0.0131467580578714
"302",2014-05-03,"GS",121,"LAC",126,"W",-7.5,"L",207,"O",NA,-5,2014,0.0135701897673866,0.0149065733400204
"303",2014-04-29,"GS",103,"LAC",113,"W",-7,"W",208.5,"O",NA,-10,2014,0.0135701897673866,0.0149065733400204
"304",2014-04-21,"GS",98,"LAC",138,"W",-8,"W",212.5,"O",NA,-40,2014,0.0135701897673866,0.0149065733400204
"305",2014-04-19,"GS",109,"LAC",105,"L",-7,"L",211,"O",NA,4,2014,0.0135701897673866,0.0149065733400204
"306",2013-04-30,"MEM",103,"LAC",93,"L",-5.5,"L",180.5,"O",NA,10,2013,0.0103604581719061,-0.0396581882403567
"307",2013-04-22,"MEM",91,"LAC",93,"W",-6,"L",180,"O",NA,-2,2013,0.0103604581719061,-0.0396581882403567
"308",2013-04-20,"MEM",91,"LAC",112,"W",-5.5,"W",178.5,"O",NA,-21,2013,0.0103604581719061,-0.0396581882403567
"309",2012-05-20,"SAN",102,"LAC",99,"L",7.5,"W",193,"O",NA,3,2012,0.0536276353400471,0.0684078840949486
"310",2012-05-19,"SAN",96,"LAC",86,"L",5,"L",192.5,"U",NA,10,2012,0.0536276353400471,0.0684078840949486
"311",2012-05-11,"MEM",90,"LAC",88,"L",2.5,"W",178.5,"U",NA,2,2012,0.0179352578700177,-0.00297316355333106
"312",2012-05-07,"MEM",97,"LAC",101,"W",-2,"W",183,"O",NA,-4,2012,0.0179352578700177,-0.00297316355333106
"313",2012-05-05,"MEM",86,"LAC",87,"W",-3,"L",184.5,"U",NA,-1,2012,0.0179352578700177,-0.00297316355333106
"314",2013-04-28,"SAN",103,"LAL",82,"L",11.5,"L",190,"U",NA,21,2013,-0.00481233853319595,0.0615151675478452
"315",2013-04-26,"SAN",120,"LAL",89,"L",6.5,"L",184,"O",NA,31,2013,-0.00481233853319595,0.0615151675478452
"316",2012-05-19,"OKC",103,"LAL",100,"L",2,"L",188.5,"O",NA,3,2012,-0.0178013977587767,0.0217244499946773
"317",2012-05-18,"OKC",96,"LAL",99,"W",-3,"P",189,"O",NA,-3,2012,-0.0178013977587767,0.0217244499946773
"318",2012-05-12,"DEN",87,"LAL",96,"W",-5.5,"W",193,"U",NA,-9,2012,0.0536997960298549,-0.0265724956989557
"319",2012-05-08,"DEN",102,"LAL",99,"L",-6,"L",196.5,"O",NA,3,2012,0.0536997960298549,-0.0265724956989557
"320",2012-05-01,"DEN",100,"LAL",104,"W",-5.5,"L",202.5,"O",NA,-4,2012,0.0536997960298549,-0.0265724956989557
"321",2012-04-29,"DEN",88,"LAL",103,"W",-4.5,"W",203,"U",NA,-15,2012,0.0536997960298549,-0.0265724956989557
"322",2016-04-23,"OKC",119,"DAL",108,"L",8.5,"L",203.5,"O",NA,11,2016,-0.0451598489914621,0.0106312970819706
"323",2016-04-21,"OKC",131,"DAL",102,"L",9.5,"L",198.5,"O",NA,29,2016,-0.0451598489914621,0.0106312970819706
"324",2015-04-26,"HOU",109,"DAL",121,"W",3.5,"W",220,"O",NA,-12,2015,-0.0107358010733101,-0.0437493192085961
"325",2015-04-24,"HOU",130,"DAL",128,"L",4,"W",214.5,"O",NA,2,2015,-0.0107358010733101,-0.0437493192085961
"326",2014-05-02,"SAN",111,"DAL",113,"W",3,"W",197,"O",NA,-2,2014,0.0176014366894328,0.0905925932292638
"327",2014-04-28,"SAN",93,"DAL",89,"L",4.5,"W",200,"U",NA,4,2014,0.0176014366894328,0.0905925932292638
"328",2014-04-26,"SAN",108,"DAL",109,"W",3.5,"W",200,"O",NA,-1,2014,0.0176014366894328,0.0905925932292638
"329",2012-05-05,"OKC",103,"DAL",97,"L",2,"L",193,"O",NA,6,2012,-0.0500788465575704,0.00214100735652849
"330",2012-05-03,"OKC",95,"DAL",79,"L",-3,"L",193,"U",NA,16,2012,-0.0500788465575704,0.00214100735652849
"331",2016-04-24,"GS",121,"HOU",94,"L",8.5,"L",217.5,"U",NA,27,2016,-0.0530272413898118,0.0838903034119409
"332",2016-04-21,"GS",96,"HOU",97,"W",3.5,"W",215.5,"U",NA,-1,2016,-0.0530272413898118,0.0838903034119409
"333",2015-05-25,"GS",115,"HOU",128,"W",4.5,"W",214,"O",NA,-13,2015,-0.0749025523836746,0.0398966806275738
"334",2015-05-23,"GS",115,"HOU",80,"L",-1.5,"L",217,"U",NA,35,2015,-0.0749025523836746,0.0398966806275738
"335",2015-05-17,"LAC",100,"HOU",113,"W",2,"W",219.5,"U",NA,-13,2015,-0.0504159559653089,0.0403622864470777
"336",2015-05-12,"LAC",103,"HOU",124,"W",3,"W",219,"O",NA,-21,2015,-0.0504159559653089,0.0403622864470777
"337",2015-05-06,"LAC",109,"HOU",115,"W",-8,"L",214,"O",NA,-6,2015,-0.0504159559653089,0.0403622864470777
"338",2015-05-04,"LAC",117,"HOU",101,"L",-7.5,"L",212.5,"O",NA,16,2015,-0.0504159559653089,0.0403622864470777
"339",2015-04-28,"DAL",94,"HOU",103,"W",-8,"W",221.5,"U",NA,-9,2015,-0.0437493192085961,-0.0107358010733101
"340",2015-04-21,"DAL",99,"HOU",111,"W",-8.5,"W",216,"U",NA,-12,2015,-0.0437493192085961,-0.0107358010733101
"341",2015-04-18,"DAL",108,"HOU",118,"W",-5.5,"W",207.5,"O",NA,-10,2015,-0.0437493192085961,-0.0107358010733101
"342",2014-04-30,"POR",98,"HOU",108,"W",-5,"W",214,"U",NA,-10,2014,-0.0250237833720372,-0.0239706141142723
"343",2014-04-23,"POR",112,"HOU",105,"L",-6.5,"L",214.5,"O",NA,7,2014,-0.0250237833720372,-0.0239706141142723
"344",2014-04-20,"POR",122,"HOU",120,"L",-5.5,"L",215.5,"O",NA,2,2014,-0.0250237833720372,-0.0239706141142723
"345",2013-05-03,"OKC",103,"HOU",94,"L",1,"L",207,"U",NA,9,2013,-0.0813337753035914,0.0649152821557484
"346",2013-04-29,"OKC",103,"HOU",105,"W",1,"W",206.5,"O",NA,-2,2013,-0.0813337753035914,0.0649152821557484
"347",2013-04-27,"OKC",104,"HOU",101,"L",-1,"L",206.5,"U",NA,3,2013,-0.0813337753035914,0.0649152821557484
"348",2016-04-24,"SAN",116,"MEM",95,"L",13.5,"L",181.5,"O",NA,21,2016,-0.0927757526029643,0.0783016128939338
"349",2016-04-22,"SAN",96,"MEM",87,"L",12,"W",184,"U",NA,9,2016,-0.0927757526029643,0.0783016128939338
"350",2015-05-15,"GS",108,"MEM",95,"L",5,"L",193,"O",NA,13,2015,-0.0309471914432464,0.0600060005028502
"351",2015-05-11,"GS",101,"MEM",84,"L",4,"L",196,"U",NA,17,2015,-0.0309471914432464,0.0600060005028502
"352",2015-05-09,"GS",89,"MEM",99,"W",4,"W",196.5,"U",NA,-10,2015,-0.0309471914432464,0.0600060005028502
"353",2015-04-29,"POR",93,"MEM",99,"W",-6,"P",189.5,"O",NA,-6,2015,-0.0278616834902363,0.0148355916520907
"354",2015-04-22,"POR",82,"MEM",97,"W",-8.5,"W",194.5,"U",NA,-15,2015,-0.0278616834902363,0.0148355916520907
"355",2015-04-19,"POR",86,"MEM",100,"W",-5.5,"W",189.5,"U",NA,-14,2015,-0.0278616834902363,0.0148355916520907
"356",2014-05-01,"OKC",104,"MEM",84,"L",2.5,"L",185,"O",NA,20,2014,-0.048609757500106,0.00776038909225537
"357",2014-04-26,"OKC",92,"MEM",89,"L",3,"P",188.5,"U",NA,3,2014,-0.048609757500106,0.00776038909225537
"358",2014-04-24,"OKC",95,"MEM",98,"W",2.5,"W",190,"O",NA,-3,2014,-0.048609757500106,0.00776038909225537
"359",2013-05-27,"SAN",93,"MEM",86,"L",-2.5,"L",182,"U",NA,7,2013,-0.0658664283181823,0.00510653391918031
"360",2013-05-25,"SAN",104,"MEM",93,"L",-4.5,"L",180,"O",NA,11,2013,-0.0658664283181823,0.00510653391918031
"361",2013-05-13,"OKC",97,"MEM",103,"W",-4.5,"W",185,"O",NA,-6,2013,-0.104318008010827,-0.00780746378832246
"362",2013-05-11,"OKC",81,"MEM",87,"W",-5,"W",186.5,"U",NA,-6,2013,-0.104318008010827,-0.00780746378832246
"363",2013-05-03,"LAC",105,"MEM",118,"W",-6,"W",179.5,"O",NA,-13,2013,-0.0396581882403567,0.0103604581719061
"364",2013-04-27,"LAC",83,"MEM",104,"W",-3,"W",177.5,"O",NA,-21,2013,-0.0396581882403567,0.0103604581719061
"365",2013-04-25,"LAC",82,"MEM",94,"W",-4.5,"W",178.5,"U",NA,-12,2013,-0.0396581882403567,0.0103604581719061
"366",2012-05-13,"LAC",82,"MEM",72,"L",-7.5,"L",176,"U",NA,10,2012,-0.00297316355333106,0.0179352578700177
"367",2012-05-09,"LAC",80,"MEM",92,"W",-6.5,"W",183,"U",NA,-12,2012,-0.00297316355333106,0.0179352578700177
"368",2012-05-02,"LAC",98,"MEM",105,"W",-7,"P",184.5,"O",NA,-7,2012,-0.00297316355333106,0.0179352578700177
"369",2012-04-29,"LAC",99,"MEM",98,"L",-4.5,"L",184,"O",NA,1,2012,-0.00297316355333106,0.0179352578700177
"370",2015-04-25,"GS",109,"NOH",98,"L",6.5,"L",208,"U",NA,11,2015,-0.00581858081736958,0.067853203739636
"371",2015-04-23,"GS",123,"NOH",119,"L",5,"W",203,"O",NA,4,2015,-0.00581858081736958,0.067853203739636
"372",2016-05-10,"OKC",95,"SAN",91,"L",-7.5,"L",199,"U",NA,4,2016,0.0224551082595813,-0.0346315792807893
"373",2016-05-02,"OKC",98,"SAN",97,"L",-7.5,"L",200,"U",NA,1,2016,0.0224551082595813,-0.0346315792807893
"374",2016-04-30,"OKC",92,"SAN",124,"W",-6.5,"W",200,"O",NA,-32,2016,0.0224551082595813,-0.0346315792807893
"375",2016-04-19,"MEM",68,"SAN",94,"W",-17.5,"W",186,"U",NA,-26,2016,0.0783016128939338,-0.0927757526029643
"376",2016-04-17,"MEM",74,"SAN",106,"W",-16.5,"W",188.5,"U",NA,-32,2016,0.0783016128939338,-0.0927757526029643
"377",2015-04-30,"LAC",102,"SAN",96,"L",-5.5,"L",206.5,"U",NA,6,2015,0.0325570730024536,0.0668730690214809
"378",2015-04-26,"LAC",114,"SAN",105,"L",-6,"L",202.5,"O",NA,9,2015,0.0325570730024536,0.0668730690214809
"379",2015-04-24,"LAC",73,"SAN",100,"W",-5,"W",204,"U",NA,-27,2015,0.0325570730024536,0.0668730690214809
"380",2014-06-15,"MIA",87,"SAN",104,"W",-5.5,"W",197.5,"U",NA,-17,2014,0.0592662469513911,0.037533311580241
"381",2014-06-08,"MIA",98,"SAN",96,"L",-4,"L",198.5,"U",NA,2,2014,0.0592662469513911,0.037533311580241
"382",2014-06-05,"MIA",95,"SAN",110,"W",-5,"W",198.5,"O",NA,-15,2014,0.0592662469513911,0.037533311580241
"383",2014-05-29,"OKC",89,"SAN",117,"W",-5,"W",207,"U",NA,-28,2014,0.0281186512161711,0.00416955101963516
"384",2014-05-21,"OKC",77,"SAN",112,"W",-5,"W",210,"U",NA,-35,2014,0.0281186512161711,0.00416955101963516
"385",2014-05-19,"OKC",105,"SAN",122,"W",-6,"W",209,"O",NA,-17,2014,0.0281186512161711,0.00416955101963516
"386",2014-05-14,"POR",82,"SAN",104,"W",-8.5,"W",209,"U",NA,-22,2014,0.0603500307982049,-0.0248989226617611
"387",2014-05-08,"POR",97,"SAN",114,"W",-6.5,"W",208,"O",NA,-17,2014,0.0603500307982049,-0.0248989226617611
"388",2014-05-06,"POR",92,"SAN",116,"W",-6.5,"W",206.5,"O",NA,-24,2014,0.0603500307982049,-0.0248989226617611
"389",2014-05-04,"DAL",96,"SAN",119,"W",-7,"W",197.5,"O",NA,-23,2014,0.0905925932292638,0.0176014366894328
"390",2014-04-30,"DAL",103,"SAN",109,"W",-6.5,"L",197,"O",NA,-6,2014,0.0905925932292638,0.0176014366894328
"391",2014-04-23,"DAL",113,"SAN",92,"L",-8,"L",201,"O",NA,21,2014,0.0905925932292638,0.0176014366894328
"392",2014-04-20,"DAL",85,"SAN",90,"W",-9,"L",202.5,"U",NA,-5,2014,0.0905925932292638,0.0176014366894328
"393",2013-06-16,"MIA",104,"SAN",114,"W",1,"W",189,"O",NA,-10,2013,0.0127486147358038,0.0536480925114472
"394",2013-06-13,"MIA",109,"SAN",93,"L",1,"L",186.5,"O",NA,16,2013,0.0127486147358038,0.0536480925114472
"395",2013-06-11,"MIA",77,"SAN",113,"W",-2,"W",188,"O",NA,-36,2013,0.0127486147358038,0.0536480925114472
"396",2013-05-21,"MEM",89,"SAN",93,"W",-5,"L",180.5,"O",NA,-4,2013,0.00510653391918031,-0.0658664283181823
"397",2013-05-19,"MEM",83,"SAN",105,"W",-4.5,"W",182,"O",NA,-22,2013,0.00510653391918031,-0.0658664283181823
"398",2013-05-14,"GS",91,"SAN",109,"W",-7,"W",194.5,"O",NA,-18,2013,0.0492839457918306,0.0352715697149103
"399",2013-05-08,"GS",100,"SAN",91,"L",-7.5,"L",204.5,"U",NA,9,2013,0.0492839457918306,0.0352715697149103
"400",2013-05-06,"GS",127,"SAN",129,"W",-9.5,"L",202.5,"O",NA,-2,2013,0.0492839457918306,0.0352715697149103
"401",2013-04-24,"LAL",91,"SAN",102,"W",-9,"W",188.5,"O",NA,-11,2013,0.0615151675478452,-0.00481233853319595
"402",2013-04-21,"LAL",79,"SAN",91,"W",-9,"W",191.5,"U",NA,-12,2013,0.0615151675478452,-0.00481233853319595
